微信支付账单明细,,,,,,,,
微信昵称：[小乐鸽炒饭🌟],,,,,,,,
起始时间：[2025-03-01 00:00:00] 终止时间：[2025-05-22 23:34:20],,,,,,,,
导出类型：[全部],,,,,,,,
导出时间：[2025-05-22 23:35:07],,,,,,,,
,,,,,,,,
共219笔记录,,,,,,,,
收入：49笔 4675.28元,,,,,,,,
支出：170笔 13086.34元,,,,,,,,
中性交易：0笔 0.00元,,,,,,,,
注：,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,
,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2025-03-31 17:34:22,"商户消费","美团","TRIPS BURGER（富市康民美食城第十六档口店）-美团App-25033111100300001309095714113512","支出",¥28.70,"零钱","支付成功","4200002702202503317014081712"	,"20250331173409U11494318695293422"	,"/"
2025-03-31 14:03:21,"群收款","廖思宇 嘟嘟侠","/","支出",¥16.80,"零钱","支付成功","100004950125033100077142350899210280"	,"10000495012025033100424220382102"	,"/"
2025-03-30 23:01:37,"商户消费","美团","喜茶（北京望京万象汇店）-美团App-25033011100300001308992908822512","支出",¥38.00,"零钱","支付成功","4200002715202503303108221691"	,"20250330230130U11443154043313435"	,"/"
2025-03-28 20:05:54,"群收款","陈景鸿 サスケ","/","支出",¥156.67,"零钱","支付成功","100004950125032800077142113444047280"	,"10000495012025032800765014623643"	,"/"
2025-03-28 18:06:37,"商户消费","美团平台商户","大众点评订单-25032811100300001308548060208512","支出",¥18.00,"零钱","支付成功","4200002620202503284683209012"	,"20250328180631U21303176807193014"	,"/"
2025-03-28 12:39:38,"商户消费","美团","鹿港小镇(枫蓝店)-美团App-25032811100300001308489043174512","支出",¥28.21,"零钱","支付成功","4200002693202503280804052628"	,"20250328123932U98382116005483904"	,"/"
2025-03-27 15:41:51,"商户消费","多点 DMALL","订单：873477126101","支出",¥6.99,"零钱","支付成功","4200002650202503278081006462"	,"19011117430613090000873477126101"	,"/"
2025-03-27 14:31:14,"商户消费","多点 DMALL","订单：873456114501","支出",¥18.00,"零钱","支付成功","4200057894202503276416578537"	,"19011117430570730000873456114501"	,"/"
2025-03-27 11:40:52,"群收款","张祖豪 misteln","/","收入",¥41.00,"/","已存入零钱","1000049501250327014200904026701047882280"	,"/"	,"/"
2025-03-27 11:20:57,"商户消费","达美乐","Dominos1222384822227705856_96027","支出",¥164.00,"零钱","支付成功","4200002675202503272057939579"	,"20250327PW14699"	,"/"
2025-03-26 18:07:50,"商户消费","luckin coffee","订单付款","支出",¥14.40,"零钱","支付成功","4200002594202503262263601008"	,"10116969653804179462"	,"/"
2025-03-26 16:07:41,"商户消费","京东商城平台商户","京东-订单编号312173599139","支出",¥99.00,"零钱","支付成功","4200002644202503264606416277"	,"1012717725032616073601495"	,"/"
2025-03-26 11:54:46,"商户消费","美团","朱大厨·蟹黄烤鸡包饭（第1档口朱大厨·蟹黄烤鸡包饭店）-美团App-25032611100300001308148600783512","支出",¥24.05,"零钱","支付成功","4200002672202503263976168244"	,"20250326115439U37761200292173009"	,"/"
2025-03-25 11:51:10,"商户消费","美团","牛约堡-手作牛肉汉堡（四道口店）-美团App-25032511100300001307973635604512","支出",¥28.51,"零钱","支付成功","4200002621202503259545171162"	,"20250325115104U04850276721663660"	,"/"
2025-03-24 21:06:43,"商户消费","多点 DMALL","订单：872768578201","支出",¥16.40,"零钱","支付成功","4200002613202503247693472194"	,"19011117428216020000872768578201"	,"/"
2025-03-24 19:19:52,"群收款","谭岳 N1ce：）","/","收入",¥196.50,"/","已存入零钱","1000049501250324014207446028801079947280"	,"/"	,"/"
2025-03-24 16:47:25,"群收款","王梓屹 小鱼","/","支出",¥339.00,"零钱","支付成功","100004950125032400077141749141438280"	,"10000495012025032402935638206725"	,"/"
2025-03-24 16:33:24,"群收款","王梓屹 小鱼","/","收入",¥196.50,"/","已存入零钱","1000049501250324014206031028801770660280"	,"/"	,"/"
2025-03-24 16:32:07,"群收款","杜奕男 dynandu","/","收入",¥196.50,"/","已存入零钱","1000049501250324014205093028801433090280"	,"/"	,"/"
2025-03-24 16:30:53,"群收款","王梓屹 小鱼","/","支出",¥304.00,"零钱","支付成功","100004950125032400077141749211201280"	,"10000495012025032402668493993879"	,"/"
2025-03-24 16:28:09,"商户消费","携程","沈阳沈阳站希尔顿欢朋酒店","支出",¥786.00,"零钱","支付成功","4200002655202503241513244951"	,"20250324HTPP001954868401"	,"/"
2025-03-24 16:00:54,"转账","廖思宇 嘟嘟侠","转账备注:微信转账","收入",¥9.00,"/","已存入零钱","1000050001202503241128388650429"	,"/"	,"/"
2025-03-24 14:32:52,"商户消费","多点 DMALL","订单：872626247501","支出",¥26.79,"零钱","支付成功","4200002654202503246714999615"	,"19011117427979700000872626247501"	,"/"
2025-03-24 11:16:10,"商户消费","美团","吉野家(新街口外大街)-美团App-25032411100300001307764473901512","支出",¥30.90,"零钱","支付成功","4200002695202503242124915065"	,"20250324111603U92759367844383327"	,"/"
2025-03-23 16:18:56,"商户消费","京东","京东-订单编号312034327018","支出",¥20.71,"中信银行信用卡(4135)","支付成功","4200002646202503233699504956"	,"6181612503231618500779321752"	,"/"
2025-03-23 14:37:24,"微信红包","陈景鸿 サスケ","/","收入",¥1.50,"/","已存入零钱","1000039801000503236342407847008"	,"1000039801202503236342407847008"	,"/"
2025-03-23 14:37:20,"微信红包","陈景鸿 サスケ","/","收入",¥55.00,"/","已存入零钱","1000039801000503236132561620041"	,"1000039801202503236132561620041"	,"/"
2025-03-23 14:37:06,"商户消费","京东","京东-订单编号312022429504","支出",¥113.81,"中信银行信用卡(4135)","支付成功","4200002668202503236287601928"	,"6182602503231437000226662751"	,"/"
2025-03-23 12:45:25,"商户消费","美团","柳记港式烧腊（第11档口-尚品食佳美食城店）-美团App-25032311100300001307596288798512","支出",¥27.80,"中信银行信用卡(4135)","支付成功","4200002702202503238160442769"	,"20250323124520U93633037805233058"	,"/"
2025-03-22 18:15:13,"商户消费","多点 DMALL","订单：872092334901","支出",¥13.00,"中信银行信用卡(4135)","支付成功","4200002618202503226472572335"	,"19011117426385120000872092334901"	,"/"
2025-03-22 16:37:29,"商户消费","美团","美团订单-25032211100300001307430686391512","支出",¥14.00,"中信银行信用卡(4135)","支付成功","4200002699202503223380850765"	,"20250322163723U53770446029033873"	,"/"
2025-03-19 14:52:44,"群收款","刘诺然 刘小诺","/","收入",¥49.17,"/","已存入零钱","1000049501250319014207723035401041504280"	,"/"	,"/"
2025-03-19 13:37:32,"群收款","王梓屹 小鱼","/","收入",¥49.17,"/","已存入零钱","1000049501250319014203501035401567659280"	,"/"	,"/"
2025-03-19 13:14:52,"群收款","杜奕男 dynandu","/","收入",¥49.17,"/","已存入零钱","1000049501250319014208737035401019449280"	,"/"	,"/"
2025-03-19 13:11:12,"群收款","陈景鸿 サスケ","/","收入",¥49.17,"/","已存入零钱","1000049501250319014202328035401676006280"	,"/"	,"/"
2025-03-19 13:09:35,"群收款","谭岳 N1ce：）","/","收入",¥49.17,"/","已存入零钱","1000049501250319014209887035401498865280"	,"/"	,"/"
2025-03-19 12:12:49,"商户消费","金谷园饺子馆（北邮总店）","美团/大众点评点餐订单-03194719791137750545407","支出",¥100.00,"中信银行信用卡(4135)","支付成功","4200002691202503194089352429"	,"0461368605684241700809050"	,"/"
2025-03-19 11:44:02,"商户消费","金谷园饺子馆（北邮总店）","美团/大众点评点餐订单-03194719791135737633791","支出",¥195.00,"中信银行信用卡(4135)","支付成功","4200002685202503192322563866"	,"0461368605684107201409050"	,"/"
2025-03-18 12:02:52,"商户消费","星巴克","星巴克啡快","支出",¥36.00,"中信银行信用卡(4135)","支付成功","4200002709202503185387319003"	,"2503181202W00109821"	,"/"
2025-03-18 08:54:19,"商户消费","美团","台湾饭团赞赞紫米手工饭团（知春路店）-美团App-25031811100300001306593456965512","支出",¥19.80,"中信银行信用卡(4135)","支付成功","4200002707202503181605362157"	,"20250318085410U92346014311783327"	,"/"
2025-03-17 17:20:31,"商户消费","美团","犇犇堡.炙烤牛肉汉堡（第一档口美食城店）-美团App-25031711100300001306518322799512","支出",¥23.80,"中信银行信用卡(4135)","支付成功","4200002714202503175037353193"	,"20250317172025U42618688390323090"	,"/"
2025-03-17 14:31:40,"商户消费","多点 DMALL","订单：870571194301","支出",¥3.90,"中信银行信用卡(4135)","支付成功","4200002664202503176303469982"	,"19011117421930980000870571194301"	,"/"
2025-03-17 10:52:02,"商户消费","美团","塔斯汀·中国汉堡(牡丹园店)-美团App-25031711100300001306446581739512","支出",¥27.30,"中信银行信用卡(4135)","支付成功","4200002702202503171775311701"	,"20250317105156U64962201970373198"	,"/"
2025-03-16 16:38:34,"商户消费","luckin coffee","订单付款","支出",¥13.34,"中信银行信用卡(4135)","支付成功","4200002657202503161702312954"	,"10116911312243512325"	,"/"
2025-03-16 11:52:19,"商户消费","美团","家香味山东临沂铁锅炒鸡-美团App-25031611100300001306277088447512","支出",¥26.80,"中信银行信用卡(4135)","支付成功","4200002629202503163486684288"	,"20250316115213U92822184715513807"	,"/"
2025-03-15 12:15:21,"商户消费","美团","老登可乐话梅排骨饭（第1风味学府美食城店）-美团App-25031511100300001306082088298512","支出",¥30.66,"中信银行信用卡(4135)","支付成功","4200002627202503157478824144"	,"20250315121515U26951969342293481"	,"/"
2025-03-14 22:37:39,"转账","廖思宇 嘟嘟侠","转账备注:微信转账","收入",¥10.00,"/","已存入零钱","1000050001202503140126704565976"	,"/"	,"/"
2025-03-14 22:29:30,"商户消费","多点 DMALL","订单：869815403301","支出",¥18.80,"中信银行信用卡(4135)","支付成功","4200059300202503143059708531"	,"19011117419625680000869815403301"	,"/"
2025-03-14 18:23:41,"商户消费","Valve","Steam Purchase 1684616756","支出",¥50.16,"中信银行信用卡(4135)","支付成功","4200002706202503140822217676"	,"S2P843862228"	,"/"
2025-03-14 12:16:18,"商户消费","美团","农耕记·湖南现炒外卖（知春里店）-美团App-25031411100300001305892588879512","支出",¥24.91,"中信银行信用卡(4135)","支付成功","4200002626202503145044305792"	,"20250314121611U05375187887173263"	,"/"
2025-03-13 19:34:20,"转账","廖思宇 嘟嘟侠","转账备注:微信转账","支出",¥10.00,"零钱","对方已收钱","53010001355187202503130051329163"	,"1000050001202503130229394327384"	,"/"
2025-03-13 15:03:47,"商户消费","京东商城平台商户","京东-订单编号310613694423","支出",¥66.88,"中信银行信用卡(4135)","支付成功","4200002611202503134636105448"	,"1012726925031315034106388"	,"/"
2025-03-13 12:09:34,"商户消费","美团","柳记港式烧腊（第11档口-尚品食佳美食城店）-美团App-25031311100300001305725853572512","支出",¥27.30,"中信银行信用卡(4135)","支付成功","4200002625202503139185153717"	,"20250313120928U64593403618613166"	,"/"
2025-03-12 11:21:36,"商户消费","美团","必胜客宅急送（枫蓝国际店）-美团App-25031211100300001305549203689512","支出",¥32.40,"中信银行信用卡(4135)","支付成功","4200002558202503120205039404"	,"20250312112129U19952555951028718"	,"/"
2025-03-11 15:13:42,"群收款","杜奕男 dynandu","/","支出",¥3.00,"零钱","支付成功","100004950125031100077141510579658280"	,"10000495012025031103643173504997"	,"/"
2025-03-11 12:11:47,"商户消费","美团","靠谱儿牛肉饭（北三环店）-美团App-25031111100300001305398828170512","支出",¥23.21,"中信银行信用卡(4135)","支付成功","4200002549202503116991849084"	,"20250311121138U22294264587361825"	,"/"
2025-03-10 11:15:01,"转账","Aa初见 网课代看 跑步 流量卡","转账备注:微信转账","支出",¥36.00,"零钱","对方已收钱","53010000852034202503101437998732"	,"1000050001202503101227063016533"	,"/"
2025-03-10 03:17:28,"商户消费","Apple","查询购买记录：reportaproblem.apple.com, 如需帮助请访问：support.apple.com","支出",¥6.00,"零钱","支付成功","4200002567202503103366550906"	,"MMWG6SD0Z1a0"	,"/"
2025-03-09 21:43:55,"微信红包（单发）","发给吉慕轩 Lancer","/","支出",¥4.00,"零钱","支付成功","100003990125030900077142262209602280"	,"1000039901202503096366643515058"	,"/"
2025-03-09 21:43:19,"微信红包（单发）","发给肖泰华 某无敌","/","支出",¥82.00,"零钱","支付成功","100003990125030900077142262353475280"	,"1000039901202503096157211971020"	,"/"
2025-03-07 18:16:07,"商户消费","京东","京东-订单编号311259588712","支出",¥353.42,"中信银行信用卡(4135)","支付成功","4200002592202503077531245785"	,"6180692503071816010907374576"	,"/"
2025-03-07 13:31:40,"商户消费","Airbnb爱彼迎","AIRBNB * HM2ZSQQY8F","支出",¥1253.69,"中信银行信用卡(4135)","支付成功","4200002545202503072125994178"	,"0Ga0V1tzn0saFAC3IZDiyz8IkXa0"	,"/"
2025-03-07 13:24:01,"商户消费","AGODA 安可达","2025/04/29-2025/04/30","支出",¥601.23,"中信银行信用卡(4135)","支付成功","4200002617202503079011850621"	,"1850991811"	,"已优惠¥3.03"
2025-03-06 14:38:04,"商户消费","更晚商贸4","日用百货","支出",¥30.10,"中信银行信用卡(4135)","支付成功","4200002506202503063709209233"	,"032125030652679264113651"	,"/"
2025-03-06 12:18:14,"商户消费","美团","TRIPS BURGER（富市康民美食城第十六档口店）-美团App-25030611100300001304434779932512","支出",¥34.30,"中信银行信用卡(4135)","支付成功","4200002621202503065170307498"	,"20250306121809U19254241608791462"	,"/"
2025-03-05 16:43:42,"美团平台商户-退款","美团平台商户","美团平台商户","收入",¥1.55,"中信银行信用卡(4135)","已退款￥1.55","50102702772025030583070867022"	,""	,"/"
2025-03-05 16:10:49,"商户消费","美团","美团订单-25030511100300001304308098306512","支出",¥45.30,"中信银行信用卡(4135)","已退款(￥1.55)","4200002550202503052423567576"	,"20250305161043U80687142421062581"	,"/"
2025-03-05 16:08:06,"美团平台商户-退款","美团平台商户","美团平台商户","收入",¥56.20,"中信银行信用卡(4135)","已全额退款","50102102562025030510165813616"	,""	,"/"
2025-03-05 16:07:21,"商户消费","美团","美团订单-25030511100300001304308567951512","支出",¥56.20,"中信银行信用卡(4135)","已全额退款","4200002626202503052371668743"	,"20250305160712U71788882740524227"	,"/"
2025-03-05 11:13:42,"商户消费","美团","窑鸡王(西直门店)-美团App-25030511100300001304257591323512","支出",¥40.70,"中信银行信用卡(4135)","支付成功","4200002620202503051397710123"	,"20250305111332U32811407524675382"	,"/"
2025-03-04 13:24:42,"群收款","杜奕男 dynandu","/","支出",¥3.00,"零钱","支付成功","100004950125030400077141796338226280"	,"10000495012025030403532176255266"	,"/"
2025-03-04 13:20:04,"商户消费","多点 DMALL","订单：866754694801","支出",¥2.90,"中信银行信用卡(4135)","支付成功","4200057899202503049951202134"	,"19011117410656030000866754694801"	,"/"
2025-03-04 13:15:37,"商户消费","luckin coffee","订单付款","支出",¥9.90,"中信银行信用卡(4135)","支付成功","4200002489202503042632461143"	,"10116840916580106243"	,"/"
2025-03-03 20:37:32,"群收款","杜奕男 dynandu","/","支出",¥2.58,"零钱","支付成功","100004950125030300077141738419180280"	,"10000495012025030302202580549066"	,"/"
2025-03-03 18:39:20,"商户消费","JD Health (HK) Limited","京东-订单编号311051288070","支出",¥101.25,"中信银行信用卡(4135)","支付成功","4200002565202503036610838772"	,"18891762503031839120423443697"	,"/"
2025-03-03 18:27:52,"群收款","廖思宇 嘟嘟侠","/","支出",¥38.61,"零钱","支付成功","100004950125030300077141728893002280"	,"10000495012025030301765164200172"	,"/"
2025-03-03 11:07:58,"商户消费","美团","豪七港式烧腊（健德门店）-美团App-25030311100300001303936225885512","支出",¥28.90,"中信银行信用卡(4135)","支付成功","4200002627202503035703902598"	,"20250303110752U70778069034269206"	,"/"
